document_id|segment_id|awajun_text
AGR0001_segmented.txt|57|Tujash nunu pagkiya nunak ishamainachu, wagki aents waitiaun yayau asamtai
AGR0001_segmented.txt|58|¿Wagkag Tintayush patayinash numinum wakatajum tusash tiuwaita?
AGR0001_segmented.txt|59|Aagsa ukukbauwa nunui agagta wajii nagkaemakiu aina nunu pachimtsuk betekmamsam
AGR0001_segmented.txt|60|Tintayu kanag kajamjau pujam nunu abau yutuattawai tabaun
AGR0001_segmented.txt|61|Tintayu kanag pujau shintak batsatkamunmayan aents aidaun ijumag numi muunnum wajatajum tusa tiu
AGR0001_segmented.txt|62|Tusa Tintayu ikamyawa najanea ujajatu
AGR0001_segmented.txt|63|Niina patayi numi sutagchinum wajag batsatun dujag numin kagkapejai umuchiau
AGR0001_segmented.txt|64|¿Chicham agagbaush wajina j i k a t t s a s h a u g m atua? yabai tsentsakta
AGR0001_segmented.txt|65|Tintayu wajuk kajamjau ayi nuna
AGR0001_segmented.txt|66|Tintayu kuntin najanea wajuk aents aidaunash yaigkami nuna
AGR0001_segmented.txt|67|Tintayu wajukan shiig wamkesh batsatkamunmash jegaush ayi nuna
AGR0001_segmented.txt|68|¿Ame anentaimsa diyamash Tintayush tikish aidaunash ujamainnaka ujakuit atsa patayijai jugat ujajattsuk juwamainnat ankauwait?
AGR0001_segmented.txt|69|Yabai apa iniasta aniashkumesh apachun augmatbau ausaum anmamtinun dekainatsuash nunu
AGR0001_segmented.txt|70|Agagta papiigmin dutikam kumpajum ujakta
AGR0001_segmented.txt|71|Tikish nugkanmaya griego aina duka pumpuknak shiig senchi nuwigtu yawetkas ishamkachu ata nuna iwainin tusa tinu ainawai
AGR0001_segmented.txt|72|Yabai diismi ii batsatkamunum Perunum pumpuknash wajuk diinuk ainawa nunu diismi
AGR0001_segmented.txt|73|Ii Shipibo-Konibo aidautik pumpuk tsawak shiig senchi shinakuig, ijagkap tattawa tusa dekanui
AGR0001_segmented.txt|74|Nuniau asa nijamash umika dakamnawai ijag takui ajamsatasa
AGR0001_segmented.txt|75|Ii Awajún aidautik, pumpuk jega ijus numinum ekemas aents jaak pujamunum shinakuig jakattakuiyap imatua tusa dekau ainaji
AGR0001_segmented.txt|76|Nunitaig jau patayi aidauk tunchiap waweae nuniau asayap diisti tusa pumpukun awemae tinu ainawai
AGR0001_segmented.txt|77|Tuidau asa iwishin bukujati tsuwajatnunum juu ainawai
AGR0001_segmented.txt|78|¿Ame pujamunmash atumesh pumpukush wajuk wainna ainagme nunu augmattsata?
AGR0001_segmented.txt|79|Ii Aimara aidautik, pumpuk shinakuig aentsuak jakagtatua, aniashkush patayap jakagtatua tusa dekau ainaji
AGR0001_segmented.txt|80|Antsag muun aidauk ujajatkug pumpuk jega esajin ekemas shinakuig alpaca ukunchi aniashkush llama ukunchi juki nagkia uwaka awemata tuajame, aikamak besejatbauk umintsa tau asa
AGR0001_segmented.txt|81|Jumamtinuk ii Quechua aidauti batsatkamua nunuishkam pumpukuk jakagtinum etsegnai jega ijus shinak yaki jakattawa nuna jeen
AGR0001_segmented.txt|82|Nunitaig nui batsamin aina duka pumpukun achikag ayapag achiig jeganum andujuk idayin ainawai, dutikamak besetak umintsa tinu aidau asa
AGR0001_segmented.txt|85|shaa nuwigtu tikish aidaujai pachimja najanamui tusa
AGR0001_segmented.txt|86|peRunuM chocolaTE jiikBau tikish nuGkanMash Wantinui
AGR0001_segmented.txt|87|Vicepresidenta perunumia Marizol Espinoza, wee París tawa nunui chocolate awajún najanamun iwainakta tusa, cholate iwainatai nuwigtu bakau iwainatai abaunum
AGR0001_segmented.txt|88|Espinosa etsejak tawai nuniak juju chocolate najanamua duka kampatum mijan pujugsa najanamui, bakichik proyecto chocolate bakau jiikmi tusa tibaunum
AGR0001_segmented.txt|89|Juka proyectok jikbauwai awajún departamento Loreto nuwigtu Amazonas batsatujai takasmi tusa
AGR0001_segmented.txt|90|Antsag bakau San Martinnumia nuwigtu selva centralnumia aidaun iwainake
AGR0001_segmented.txt|91|Bakau yabai ajaamua duka yaunshkek coca ajaa sujutai ajakui nua nunui yabaik bakaun ajakmainawai
AGR0001_segmented.txt|92|Antsag Espinozak wetatui Holanda chocolate najanin batsatbaunum awajún aidau chocolate najanamun iwainaktatus, yau yakat Parísnum shiig anease chocolate shiig pegkejai ashi nugkanum diyamash tusa eme anentsa diisbau asamtai
AGR0001_segmented.txt|93|Mujaya pan tae lima
AGR0001_segmented.txt|94|Paankan najanin Perunum batsamin aidau Lima kaunawag Paankan iwainakaje antsag sujutnashkam sujukaje feria T´anta Wawa 2013 tawa nunui
AGR0001_segmented.txt|96|nak jetemjuke Asociación Tawamtinsuyo nunikmatai Lima Parque Exposicion tawa nua nunui iwainamuk asae 01 noviembre 2013 tin.
AGR0001_segmented.txt|97|Juju iwainamunmak asae nantsebaushkam antsag tampujan awatak kantamin aidaush batsamsaje
AGR0001_segmented.txt|98|Juju feria T´anta Wawa
AGR0001_segmented.txt|99|Gladys Cabezas, paan najanta
AGR0001_segmented.txt|100|Yarinacocha dekapdayaMu uchi aMuntsuaMunuM
AGR0001_segmented.txt|101|Distrito Yarinacochanum uchi amuntsuaku dekapdayamu asae muntsu senchiji tabau
AGR0001_segmented.txt|102|Junak jetemjuke perunumia tsuwajatin aidau juunig takau aina nunu
AGR0001_segmented.txt|103|Paan iwainaktatusa muntsu uchi amuntsuamu wajupak yayawa nuna
AGR0001_segmented.txt|104|Juju dekapdayamunmak kuashat nuwa uchiji ajuinamu pachiinkaje, uchiji bakichik mijan ajuinamushkam
AGR0001_segmented.txt|105|Jutika dekapdayamunum depetmake Lupita Saboya dukap uchijin Rankon daagtinun 1 hora tumain amuntsuau asa
AGR0001_segmented.txt|106|Depetmakbaunum susaje pañal aidaun nuwigtu uchi yapagmamtikatasa takatai aidaun
AGR0001_segmented.txt|107|Depetmakua nunu tie: wika tuke mina uchignak mina muntsujuiyan amusnaitjai nuniamu asa pegkeg jamantuchu senchi mina uchijuk tusa aatus tie
AGR0001_segmented.txt|108|Chicham etsegbau MUJAYA PAN TAE LIMA tawa nunu ausata nunikam aikta inibau aina nunu
AGR0001_segmented.txt|109|Chicham etsegbau YARINACOCHA DEKAPDAYAMU UCHI AMUNTSUAMUNUM tawa nunu ausata nunikam aikta inibau aina nunu
AGR0001_segmented.txt|110|Chicham etsegbau PERUNUM CHOCOLATE JIIKBAU TIKISH NUGKANMASH WANTINUI tawa nunu ausata nunikam aikta inibau aina nunu
AGR0001_segmented.txt|111|¿Wagka feria T´anta Wawa 2013 tawa nunash Asociación Tawantinsuyo tawa dusha jetemjawa?
AGR0001_segmented.txt|112|¿Juju dekapdayamunmash wajupa dukapea dukug Lupitash uchijin Rankonash amuntsuae?
AGR0001_segmented.txt|113|¿Wagkag vicepresidenta Perunumiash Parisash weyawa?
AGR0001_segmented.txt|114|¿Juju Ferianum paan sujamua nunuish wajiya wakeesa diimainush awa?
AGR0001_segmented.txt|115|¿Wagka Yarinacochanmash amuntsuamu dekapdayamunash aikawaje?
AGR0001_segmented.txt|116|¿Chocolaten Perunumia najanin aidaush feria Parisnumash wajinma pegkegnash iwainakaje?
AGR0001_segmented.txt|117|Pagki nuwa nunuwai Pagki aishmagkun nagkaekauwa duka
AGR0001_segmented.txt|118|Pagki nuwak 9 metro tsakawai untsu aishmagkuk 3 metro tsakawai
AGR0001_segmented.txt|119|Pagkig batsamin ainawai américa namakji ayamunum, kashi wekainai yumainji egaak
AGR0001_segmented.txt|120|Juu pagkiya nunuwai shiig senchi, shiig muun, kijin wajakin
AGR0001_segmented.txt|121|Tikish pagki aya nujai apatka diyam juwai ima munta duka jujui nugka juig
AGR0001_segmented.txt|122|Pagki senchijig shiig muntai iyashiya nunuig
AGR0001_segmented.txt|123|Yumainjinak esai emetnai dutika pempeag ininaa mayatmainchau ema mainai
AGR0001_segmented.txt|124|Ashi ijumak 400 tumain ajawai ukunchiik
AGR0001_segmented.txt|125|Aan muun akug aan kuashat ukunchig ajumainai
AGR0001_segmented.txt|126|Aan muun akug aan senchi wegawai antsag shiig wamak wekaenai
AGR0001_segmented.txt|127|Jagkega nunuig naig 100 ajawai punuaku aidau
AGR0001_segmented.txt|128|Yumainji achiakug nai eemak awa nujai achinai, nai ukunum aja duka yumainji kujagta tabaunum yainai
AGR0001_segmented.txt|129|Pagki ukunchi cuadrado tutai
AGR0001_segmented.txt|130|Jagke nagkana awi pagkinuk ajawai jimag ukush cuadrado tawa nunu
AGR0001_segmented.txt|131|Pagki shiig muntan wautai yain
AGR0001_segmented.txt|132|Nuniau asa Kuntin muun aidaunash kujauwai utujimtsuk ibau shiig muntan wau asa
AGR0001_segmented.txt|133|Pagaeg jegamainai 90 cm.
AGR0001_segmented.txt|135|¿Wajijiinia dekapjaya yumainjinash wejinaita?
AGR0001_segmented.txt|136|Agagbaunmash, ¿utugkaya imanikash shiig munnash waanaita pagkish?
AGR0001_segmented.txt|137|Agkan awa nunui agagta
AGR0001_segmented.txt|138|¿Agagbaunmash tuu anentai aidau igkuaji?
AGR0001_segmented.txt|139|Dapi Krait pujuwai uwejush ayamunum Asia tawa nunui
AGR0001_segmented.txt|140|Iyashig shuwiknai pujui japigtugbau buukeg jakachai
AGR0001_segmented.txt|141|Tsegasjig 15 imagnia nagkaewai cobra tsegasjijai apatka diyamak, tseagasjig mayatbaunum mainai aentsnak
AGR0001_segmented.txt|142|Uumnai bolsanum aniashkush zapatonum
AGR0001_segmented.txt|143|Tuke kashi jiinnai yumainjin egak
AGR0001_segmented.txt|144|Yabai tesakbau awa nua nunui agagta wajinma betekaita nunu antsamek wajinma betekchauwaita nunu
AGR0001_segmented.txt|145|Reloj kayamjai najanamunak taka ajaku ainawai yaunchuk romano batsama ajaku aina nunu tsawan dekapa takamunum
AGR0001_segmented.txt|146|Diista wajuk amesh najanmainkitme nunu
AGR0001_segmented.txt|147|Reloj kayamjai takauwa duka yaunchuk nagkamsa takasa minimui eke reloj jiintsaig
AGR0001_segmented.txt|148|Yaunchkek Egipcionmaya aidauk reloj atsau asamtai reloj kayamjai takaun najanawag tsawannak dekapa taka ajaku ainawai
AGR0001_segmented.txt|149|Yabai ipajame amina, reloj kayamjai takaun najana takatan takak tsawantan dekapa distii tusan
AGR0001_segmented.txt|150|Jimag gaseosa envaseji, tapaji ajau
AGR0001_segmented.txt|151|Wajuk umiktatji nunu ujaniamu
AGR0001_segmented.txt|152|Tsupikta gaseosa botellaji aina nunu ejapchijia nunui
AGR0001_segmented.txt|153|Nuniakum shiig kuitamsam ukukta tsupiam tapagtin juga duka
AGR0001_segmented.txt|154|Gaseosa tapaji bakichik jukim ejapen chigkaita dutikakum tikish tapaji aja duka jiikta
AGR0001_segmented.txt|155|Tsupikbauwa nunu jukim mai apatkam gaseosa chuchukega dutuni shiig penduagta cinta adhesivajai aniashkumesh cinta embalaje tawa nujai
AGR0001_segmented.txt|156|Lapicerojai carton tenteam tsentsakta gaseosa envaseji agkan epekchamua nunui
AGR0001_segmented.txt|157|Cinta adhesiva aniashkush cinta embalaje
AGR0001_segmented.txt|158|¡Wajuk jinua nunu inagnakum diista…!
AGR0001_segmented.txt|159|Juju reloj kamatkajai najanamua duka chigkaimua nunui diipas saeki nugkaa nagkaemawai
AGR0001_segmented.txt|160|Kuwashat kamatak aputusmak kuwashat tsawantan dekapawai, antsag bachik kamatak aputusmak bachik tsawantan dekapauwai
AGR0001_segmented.txt|161|Kuitamsam tsupikta cartonnum tenteam
AGR0001_segmented.txt|162|Carton tsupikbauwa nunu, cinta adhesivajai gaseosa envaseji antuma nunii achiata dutikam achiamua dutuni ekentsata
AGR0001_segmented.txt|163|Kaamatak egkeata gaseosa envasejin achiashbauwa dutuni dutikam epenta achiam
AGR0001_segmented.txt|164|¿Yaunchkesh ya aidauwa reloj kayamjai takaunash taka ajakush ainawa?
AGR0001_segmented.txt|165|Agagbaunmash, ¿wagka cartonkash atsumnawa?
AGR0001_segmented.txt|167|Juju agkan awa nunui
AGR0001_segmented.txt|168|tapaji bakichik jukim ejapen chigkaita
AGR0001_segmented.txt|169|Tsupikbauwa nunu jukim mai apatkam gaseosa
AGR0001_segmented.txt|170|chuchukega dutuni shiig penduagta
AGR0001_segmented.txt|171|Kuitamsam tsupikta cartonnum tenteam apatkaum nunu
AGR0001_segmented.txt|173|Reloj kayamjai pachisa ausag nunui kampatum uchi chichainawai nuniak tuinawai
AGR0001_segmented.txt|174|¿Chicham agagbauwa nunuish tuwita uchi dekaskea nuna taush?
AGR0001_segmented.txt|175|Ujapawai wajinmak gaseosa envasejish atsumnawa reloj kayamjai takau najanbaunmash
AGR0001_segmented.txt|176|Ujapawai reloj kayamjai najanamun augmatbaun
AGR0001_segmented.txt|177|Ujapau tajai wajuk reloj kayamjai takau najanmainkita nuna
AGR0001_segmented.txt|178|Kucha Imirianum wajig nagkaemakiawa nunu (Augmatbau jimag batsatkamu pachisa)
AGR0001_segmented.txt|179|Kucha Imirianmak yaunchkek shipibo aidauk jegatsuk namak Ucayali tawa nunuig namaknat maa ajaku ainawai
AGR0001_segmented.txt|180|Kucha Imirianmak jega ajakchau ainawai, nunui jegaa namakan maunak Amen Tamo emegkau tuidau asag
AGR0001_segmented.txt|181|Bakichik tsawantai uchi datsa shipibo batsatkamunum shiig aneasa diitai namakan matjai tusa weu megkaekau
AGR0001_segmented.txt|182|Munikmatai puyatuk pujamunum, bakichik nuwa shipibo tiu
AGR0001_segmented.txt|183|Amen Tamo aidauwas jukiajatai
AGR0001_segmented.txt|184|manitaiji aina nunu jukijum egamu yainkatajum tiu
AGR0001_segmented.txt|185|Shipibo nuwa, aishman aidau wekaesaju kucha Imirianum
AGR0001_segmented.txt|186|Iik juig apusaik pujasji
AGR0001_segmented.txt|187|Kucha shiig muunta nunui imau megkaekaukesh amainai
AGR0001_segmented.txt|188|Iina yachii aidaushkam megkaekau ainawai tau
AGR0001_segmented.txt|189|Tujash atum manikta takugminig ishamasjime
AGR0001_segmented.txt|190|Yatsut Shipibonak pagki yuwatatus pujujun ayamjukjai
AGR0001_segmented.txt|191|Kucha yantamen anug, nunui uchi datsa Amen Tamo etseju nuniak pagki uchi datsan Shipibon yuwatatus pujugtatman ayamjukmajai tusa tau
AGR0001_segmented.txt|192|Antsag tiu, namakan maatatus weena duka Pagki yuwamas megkaeyinatai tusa
AGR0001_segmented.txt|193|Shiig dekawag, nua nunui nagkamsag chichaman apakag tsagkugdaiyag shiig chichas juwakajui, nui nagkamas kumpaji wajasajui
AGR0001_segmented.txt|194|Amen Tamo aidau wainkau kuwashat kanu minidaun dita batsatbaunum
AGR0001_segmented.txt|195|Nunitai maniaku takatai aidaun jukiag kucha yantamen ijuntsaju nuniak tiaju
AGR0001_segmented.txt|196|Iik Shipibo ainaji iina yachi jukitasa
AGR0001_segmented.txt|197|Atum jujui apusajum pujau
AGR0001_segmented.txt|198|¿Wajig nagkaemakiu ayaji Shipibo nuwigtu Amen Tamo aidau kajegdaya batsatu kajegdaitsuk juwaktatkuish?
AGR0001_segmented.txt|199|Waji aidau nagkaemakiu aina nunu shiig emamkejas dekapatai batsatkata
AGR0001_segmented.txt|201|Shiig pachimtsuk diisam dekapatai agagta
AGR0001_segmented.txt|202|Mai batsatkamunmaya aidau tsagkugdayan kumpaji wajasaju
AGR0001_segmented.txt|203|Amen Tamo kanu minidaun wainkau
AGR0001_segmented.txt|204|Bakichik datsa Amen tamo Shipibo kanujin jukiu numpa puwaun
AGR0001_segmented.txt|205|Shipibo Imiria jegatsuk namakan maidau
AGR0001_segmented.txt|206|Shipibo nuwigtu Amen Tamo antukaju aents untsumun
AGR0001_segmented.txt|207|¿Wagkag Shipibo aidaush yaunchkesh kucha Imirianmash jegaskesh namaknash mainush ajami?
AGR0001_segmented.txt|208|Augmatbau agagbaun ausag, jimag uchi tuinawai
AGR0001_segmented.txt|209|¿Amesh jimag uchi chichakaja nunuish tuwa dekaskea nunash tau tame?
AGR0001_segmented.txt|210|Aents aidau kajegdaiyak maninak chichaman shiig dekatsuk maani batsatbauk wii diiyamak juniki
AGR0001_segmented.txt|211|Mina apachug chichakuk yaunchkek utugchat batsatkamunmayajai akuig mania epegtai ayi tusa timaya nua nunui wii diyamak wika junikik diyasjai
AGR0001_segmented.txt|212|¿Pagki aina nunu wajuk yuu ainawa dusha dekaukum?
AGR0001_segmented.txt|213|Agagbauwa nunu ausam shiig dekata
AGR0001_segmented.txt|214|Ikam batsatkamu aya nunuig pagkinak yumi dukuji tinu ainawai
AGR0001_segmented.txt|215|Pagki pujakug namakan kuitamnai, antsag pagki namaknum aniashkush kuchanum pujamunmak tuke shutuuk wee dujajiuwa anin wee auwai
AGR0001_segmented.txt|216|Yumi yutug abaujimunum pagki shiig muun kashi jinki aehaeh ai iyashin nuwigtu buke jii pujau diyamak jiig barconum kashi yujau ekemam kemaina imagnik jiig kenai, tujash duka wantinkattak wantinnai
AGR0001_segmented.txt|217|Namakan kashi yujas main aidau wainkau tuinawai
AGR0001_segmented.txt|218|Yabai diismi tikish batsatkamunmaya aidaush wajintuinawa nunu
AGR0001_segmented.txt|219|Juju pagki aina nunak Awajún aidaush wainin ainawai, ditak Shuwin Pagki t i n u a i n awai
AGR0001_segmented.txt|220|Juu pagkiya duka wainchi apujus yumi nagkima kuntin numi titijin eketunash ajuag kakaumainchau wematae yuuwai
AGR0001_segmented.txt|221|Tikish shiwag aidau Shipibo-Conibo a i n a d u s h akam ditak juu pagkinak Ronin t i n u a i n awai
AGR0001_segmented.txt|222|Eemsau aidau chichainakug juu pagkinak kuntinu yuwata takug ujuken umuchiak imamtikag kajii ipatuk nuwigtu tsejegchiuchin shinak,kuntinun tupikaki uwemainnash kakakchau emam nigki Ronin t awa nuna buken jegagnai nunikmatai yuuwai
AGR0001_segmented.txt|223|Agagbaunmash, ¿wajukeaiya pagkish jiinnaita?
AGR0001_segmented.txt|224|¿Pagki Ronin tawa dusha Shuwin Pagkijai apatka diyamash wajuk kuntinnash maainush ainawa nunu agagta? agkanta nunui agagta
AGR0001_segmented.txt|226|Pagkinak yumi dukuji tinu ainawai
AGR0001_segmented.txt|227|Batsatkamunum batsamin aidauk tuke pagkinak wainainawai
AGR0001_segmented.txt|228|Iniasta apa aniashkumesh apachumkesh pagki pachisam
AGR0001_segmented.txt|229|Dutikam papiigmin agajam kumpagmi eemtin ausata
AGR0001_segmented.txt|230|Juju chicham papinum agakbau nuwigtu takat takastin umikbauwa nuna ausag wakesayap takasagtatua tajai
AGR0001_segmented.txt|231|Juju agakbauwa nunui yaunchuk deka ajakchamush dekaji
AGR0001_segmented.txt|236|Yabai amesh chicham agagbau egakta
AGR0002_segmented.txt|393|l l a m a d a s f u e r t e
AGR0002_segmented.txt|434|asamtai Wasugkamin caimitonmaya aidauk shiig aneasa igkuam asauwai nuninak jistamjuau dushakam, zapat ukuimaja utugchak atsau weji shiig wasugkamaji
AGR0002_segmented.txt|435|Nunikta tau asa iik zapatik ukuimagmaji
AGR0002_segmented.txt|436|Aantsajik shiig anentaji ina jintinjamin shiig jintinjabau
AGR0002_segmented.txt|437|Ajuma nuwi Caimitonmaya wasugkamnu apuji jukimi copan
AGR0002_segmented.txt|438|Shiig aneamunum aatus chichakmayi aents ijunun emtin. Ashi ijuntuja senchi wasugkamku depetmakji, nuwauch aidau jutijai wasugkamawaju duka shiig wasugkamin ainawai
AGR0002_segmented.txt|439|ditak wainkamu juwakaje regionnumak
AGR0002_segmented.txt|440|Juju fútbol wasugkabauk asae Pucallpa estadiojin
AGR0002_segmented.txt|441|Nuwauch wasugkamin pucallpanmayash depetmaktintai timaiji, 2 aatus egketua wegau asamtai
AGR0002_segmented.txt|442|Tujash, wasugkamin batsatkamunmaya caimitonmaya zapatjin nuwigtu mediasjin ukuimatan magkamawagmayi
AGR0002_segmented.txt|443|Nunitai dushikiagmayi aents aidaushkam nuwigtu wasugkamin pucallpanmayashkam
AGR0002_segmented.txt|444|Nunikag dawek wasugkamtan nagkamawagmayi
AGR0002_segmented.txt|445|Wasugkama nagkanbaunum Caimitonmaya nuwauch 3 aatus
AGR0002_segmented.txt|446|Pucallpa: Yau, shipiba nuwauch aidai batsatkamu Caimitonmaya depetmakaje nuwaunuwauchik fútbol regional wasugkabaunum
AGR0002_segmented.txt|447|Kakajus depetmamainchaun depetmakaje, nunak nuwauch pucallpanmaya apach aidaun depetkaje nuninak
AGR0002_segmented.txt|449|Awai tikich pijipig wegantu tsiri waste tutai nuwigtu menín waste junak shipibo aents aidauk takau ainawai jamunum tsuwamagtatus
AGR0002_segmented.txt|450|Antsag tikich pijipig kuwashat takamuk rayá waste
AGR0002_segmented.txt|451|Junak takau ainawai uchi dakibaun nuwigtu datsa ajanum wetan antsag jega tsuwamja pujutan dakita nuna tsuwagta tabaunum
AGR0002_segmented.txt|452|Nunak ataak muun weesh takau ati tabaunum
AGR0002_segmented.txt|453|Juju tsuwamataig umakuish umumainai nuniachkuis yakamamainai
AGR0002_segmented.txt|454|Ima kuwashat pijipig takamuk raté waste tutaiya nuuwai nunak aents ishamkau tsuwagta tabaunum
AGR0002_segmented.txt|455|Juju jaamuk amainai kuntin ikamia nuniashkuch wakan uwakabaunum
AGR0002_segmented.txt|456|Aents uwakam jauuk pijipjin umumainai nuniachkush yakamamainai
AGR0002_segmented.txt|457|s hipibo aents aidauk Watse tinu ainawai pijipjinak
